num,ang1,ang2,ang3,ang4,ang5,ang6,ang7,ang8,ang9,ang10,label
24,49.44410612,51.58860252,110.5580596,83.83454916,146.7990448,132.2017637,114.1590807,129.1277732,84.15574821,172.9845776,side_stretch_right_leg
25,52.22576216,51.49503147,100.1884345,86.31743583,146.9154182,128.7849581,115.7832173,131.2405215,83.84700176,171.1322245,side_stretch_right_leg
26,58.70324715,55.10631252,91.92260064,91.3037004,112.5274246,132.743635,145.6959411,130.72518,143.3749078,179.4051897,side_stretch_right_leg
27,45.41926711,50.97936417,110.7543381,80.14326076,156.10039,132.5615228,106.3939322,128.3090006,92.70661919,176.5462781,side_stretch_right_leg
28,44.58650129,43.45917171,106.894533,84.81555434,144.9876544,136.3470707,115.9724134,130.1649444,89.81032788,176.3748141,side_stretch_right_leg
29,48.72322978,45.32270707,105.0802503,86.20047568,143.346102,137.1242994,114.1544162,129.3616557,95.85013602,173.5783729,side_stretch_right_leg
30,53.32684941,36.67123801,99.46615675,88.67853885,148.5223393,130.5331294,109.1085992,136.4692618,95.45742002,169.6968343,side_stretch_right_leg
31,47.66357425,47.72756705,103.223268,82.56537966,144.3175448,132.2384316,116.5207789,131.744482,100.3451198,176.1069812,side_stretch_right_leg
32,47.89871537,44.02657474,107.1338516,84.73550671,138.9457131,133.816049,118.5814528,135.7066215,99.44348467,174.399346,side_stretch_right_leg
33,71.2231043,55.83061938,78.80488857,86.14253422,159.8205413,151.9275131,95.94718935,116.5396654,99.9740264,174.4683358,side_stretch_right_leg
34,50.72285938,50.12534577,104.5610678,99.00423817,139.1966223,123.9202829,119.3695342,136.568265,118.775294,176.2119408,side_stretch_right_leg
35,49.0582725,46.11836451,106.9795282,111.216536,144.812699,135.4951415,107.8849351,131.7739469,103.7421183,179.4672001,side_stretch_right_leg
36,47.68609537,49.02826367,107.9675595,99.55428967,155.9245017,143.6883619,99.10733431,119.7938216,83.3106846,172.8129983,side_stretch_right_leg
37,51.51811891,52.92851386,105.3649075,101.6275515,150.9742049,136.5550026,108.2434025,120.997439,91.62425677,178.2075632,side_stretch_right_leg
38,51.87866739,50.23204789,104.0573752,103.3254606,160.7496856,137.5197866,98.55475711,120.6939475,80.17973991,176.9150687,side_stretch_right_leg
39,76.5002011,62.0347281,83.81156693,77.18570399,139.0254174,135.1839907,111.5699943,134.9965726,110.4672561,175.6309503,side_stretch_right_leg
40,84.83583994,63.4274962,75.05540017,71.89572895,130.8331678,143.4738729,121.8397212,119.5214799,127.2039569,176.7089637,side_stretch_right_leg
41,78.03793005,51.06552568,78.94829673,83.40008302,127.1370635,128.3882663,121.4227673,147.2631052,133.016864,177.6681053,side_stretch_right_leg
42,62.06126719,56.77703123,85.5594866,94.1762603,131.3861192,133.177333,125.0041489,136.2318195,122.9052429,175.3314462,side_stretch_right_leg
43,52.28926402,48.67998628,111.3415102,108.9861773,125.4799781,140.1213165,127.1991801,127.8529891,153.1112473,166.1007413,side_stretch_right_leg
44,64.91671036,60.23646057,85.32189818,86.68238146,143.5443839,133.9110202,110.4291148,134.7674205,101.0106078,174.0258601,side_stretch_right_leg
45,57.66931503,52.48334938,105.5364488,97.48246932,124.3270796,133.6942257,134.8321627,131.0353319,138.6141294,174.6451908,side_stretch_right_leg
46,57.19618863,46.68746494,96.31148238,109.9326263,133.7114572,130.5008576,124.2632017,135.0252413,131.7798405,179.2464208,side_stretch_right_leg
47,58.17626592,48.01449035,98.34339827,107.4373619,139.2828118,141.2602084,116.7005078,123.3361497,110.2726856,178.712017,side_stretch_right_leg
48,61.55621741,50.761285,95.34098902,104.8420382,142.1339048,144.0457848,114.8306241,120.3196505,104.0722701,178.0634714,side_stretch_right_leg
49,61.18043788,57.35674531,96.49934628,89.77289448,155.7293111,149.8607593,102.5176234,110.3151499,89.65972972,162.4723261,side_stretch_right_leg
50,43.57383152,45.33631507,105.4132931,84.28206476,132.8603175,124.6078966,115.3089739,153.6790516,134.072161,170.8621439,side_stretch_right_leg
51,43.88975566,48.27234034,96.80386476,89.96559403,123.2692247,118.4277606,136.8175637,150.4011254,150.7804773,170.254623,side_stretch_right_leg
52,45.44966611,47.05207604,112.4195069,101.4937707,108.8661589,124.2639434,154.2466081,133.1914155,130.8962123,176.9082268,side_stretch_right_leg
53,57.81556231,53.8277577,95.66102193,87.77937561,125.8909087,134.0744229,124.7295203,139.8219963,118.502918,170.7982426,side_stretch_right_leg
54,62.12755754,48.29694937,85.00099687,89.59444417,113.7192159,129.3170137,143.319063,141.2776156,130.9414692,175.1920289,side_stretch_right_leg
55,56.23368217,54.13261504,93.21048694,84.75111483,124.2238668,133.1823134,128.6497916,136.4312338,115.6543307,170.5891595,side_stretch_right_leg
56,60.21173551,43.56661135,86.99689643,88.26014095,119.5288294,136.1633852,132.5955791,136.9787217,136.7789777,173.1147315,side_stretch_right_leg
57,41.06612007,45.49821161,113.5173308,100.2597555,127.5086749,125.5657502,129.3224761,144.4342498,130.7487466,171.2560274,side_stretch_right_leg
58,41.20078018,43.74292758,117.3705627,102.8671041,130.2363583,123.9906172,125.970437,146.4239309,131.3527609,168.6068136,side_stretch_right_leg
59,67.04459894,56.82148834,86.54407986,79.38139589,102.5279341,120.9483068,155.6765544,142.6839818,162.1959247,171.3109322,side_stretch_right_leg
60,53.62109154,43.74709168,120.30484,94.41425936,166.8261621,140.7086814,94.33100137,120.0651269,72.76660543,179.1002703,side_stretch_right_leg
61,52.06997719,52.06859512,99.32225687,96.91122712,128.9772786,131.7488018,122.6050426,135.6190776,151.6910961,172.3123273,side_stretch_right_leg
62,69.71325186,54.30397677,94.6864837,102.5104126,150.6756171,139.2314522,103.5784816,123.9392467,131.8945478,172.9962028,side_stretch_right_leg
63,59.2799559,54.9099192,95.69901566,81.58853761,147.4071973,139.3591803,100.8409697,131.5249034,129.4578222,179.1918027,side_stretch_right_leg
64,73.30802855,55.53388423,80.28246311,96.01314962,160.9970501,138.3079522,93.18478747,125.626011,122.7806674,174.3808854,side_stretch_right_leg
65,47.73456628,46.12255424,106.4944583,98.42171291,110.6983619,123.5225501,149.936041,138.0727861,125.9091142,174.7515128,side_stretch_right_leg
66,46.48284602,46.69386705,114.7069893,96.57337887,113.7672188,122.477069,147.326506,139.3501992,128.4091427,176.790771,side_stretch_right_leg
67,34.45626116,18.69762732,165.281212,174.5550937,141.5281936,134.4019447,112.2721819,143.9415813,126.1571502,175.7105344,side_stretch_right_leg
68,40.93476302,19.84795876,160.6930318,178.7152429,141.1352543,133.4838609,113.1761597,147.2905996,129.9061287,179.123873,side_stretch_right_leg
69,32.87897991,16.08488626,170.479601,167.0099625,142.5165918,134.3607314,115.8194221,140.9623136,127.5778973,177.2099248,side_stretch_right_leg
1,169.6625719,49.66409742,126.7566939,99.90194242,63.07797039,130.5734796,151.6417812,127.9460335,178.3767593,168.4317046,right_side_stretch
2,177.8387559,49.63373139,134.030961,100.7448882,63.83422572,126.8983449,148.1054539,126.5446189,179.7348701,173.6217805,right_side_stretch
3,174.1442205,52.39745625,117.0801134,89.20343316,73.22428861,110.5560452,166.3219797,151.5723877,178.9092509,174.505613,right_side_stretch
4,173.6330782,48.54892949,116.6872958,94.80709603,74.32745195,109.2805029,169.7167637,153.4783146,179.8231804,171.2713262,right_side_stretch
5,164.5292659,32.61262134,159.8937777,141.9472389,73.54203657,118.814403,158.6832769,135.0918542,178.5610629,177.2414988,right_side_stretch
6,153.2122628,37.53346349,107.3141087,130.6904841,78.19679489,112.962717,171.0618063,146.8989167,179.7064811,179.5797925,right_side_stretch
7,176.1529681,52.86279967,152.8194,78.3314641,72.95974266,127.7653435,173.5807459,144.0854286,177.6340734,172.2061491,right_side_stretch
8,177.9571109,43.36607599,141.2471509,71.7501781,68.89302755,130.33358,167.1820365,143.4562059,171.0759095,179.0523413,right_side_stretch
9,171.4523501,38.63276705,139.4954846,96.65782613,62.53890405,114.4871932,161.4519504,155.9266344,164.3912396,177.3485333,right_side_stretch
10,178.6461757,28.19157603,125.8703522,119.2145232,69.98604706,140.9001198,173.509758,132.9746293,164.7253237,179.3076548,right_side_stretch
11,148.1636373,52.22553621,139.0821688,156.8960808,55.54725623,122.9472607,145.6802473,136.9590423,177.6286193,174.6481392,right_side_stretch
12,168.1464413,61.20755526,150.4855,117.4075754,47.07673556,129.8417313,140.2475406,131.9063621,171.4999409,173.5362903,right_side_stretch
13,162.1069849,66.10606387,137.836998,54.24111514,41.54506911,136.1038478,139.6792111,133.3602804,175.8179072,175.9916848,right_side_stretch
14,161.81841,52.50403535,158.1682069,167.820097,98.59103032,115.5909931,177.1391269,141.6309006,148.8192893,172.3282375,right_side_stretch
15,147.3411994,51.22155972,128.7541067,116.6672919,47.36123465,132.1862056,143.8089048,136.2525792,156.4061331,165.649872,right_side_stretch
16,169.4313764,49.59155958,155.5125294,94.93275185,77.97619009,106.2602047,170.8053659,158.5870305,176.9327445,178.72697,right_side_stretch
17,162.1365868,49.66700817,128.8917131,111.8302884,80.61438894,120.8150618,150.1673833,117.6109114,171.9829069,179.0724291,right_side_stretch
18,179.930969,54.32007921,108.6035362,73.76215359,87.8533489,121.5394364,170.9668772,133.5455593,173.8221018,178.9422397,right_side_stretch
19,169.4234843,45.2893541,120.1509543,118.4889418,82.80553647,121.1034497,165.6875587,137.4535597,172.517246,177.5171458,right_side_stretch
20,168.3447536,50.13180437,141.6246169,116.1796594,85.96173878,123.2473032,168.0984194,132.6549452,176.8615985,178.0365482,right_side_stretch
21,177.5912725,54.11490673,106.3453541,68.28770896,63.96551079,121.2016807,148.7330577,130.5467682,179.718871,173.5993697,right_side_stretch
22,151.6655188,34.06402986,136.5166419,138.155698,75.24858977,136.383687,143.6728098,100.7052501,172.8291055,170.1525657,right_side_stretch
23,168.6087028,50.98340372,127.725841,85.90074721,65.19587198,123.5932842,155.3282965,133.022912,177.9793565,176.4789045,right_side_stretch
24,165.4506311,34.44986467,144.8185586,112.4172746,66.2296244,131.5789144,155.4472335,126.107673,175.0392383,178.3683945,right_side_stretch
25,165.428929,12.93805632,78.77947486,124.4792157,94.06480228,106.4542381,176.6877879,164.0002034,179.096493,179.7793917,right_side_stretch
26,173.341753,21.09415407,98.57788137,164.1498362,87.88065998,109.7888128,174.8081605,157.3094766,170.9448531,175.8783124,right_side_stretch
27,165.428929,12.93805632,78.77947486,124.4792157,94.06480228,106.4542381,176.6877879,164.0002034,179.096493,179.7793917,right_side_stretch
28,179.0072776,25.08247091,95.72098976,171.0455932,91.81358349,108.4765287,173.5401395,161.4970189,178.6014998,179.0552209,right_side_stretch
1,49.66409742,169.6625719,99.90194242,126.7566939,130.5734796,63.07797039,127.9460335,151.6417812,168.4317046,178.3767593,left_side_stretch
2,49.63373139,177.8387559,100.7448882,134.030961,126.8983449,63.83422572,126.5446189,148.1054539,173.6217805,179.7348701,left_side_stretch
3,52.39745625,174.1442205,89.20343316,117.0801134,110.5560452,73.22428861,151.5723877,166.3219797,174.505613,178.9092509,left_side_stretch
4,48.54892949,173.6330782,94.80709603,116.6872958,109.2805029,74.32745195,153.4783146,169.7167637,171.2713262,179.8231804,left_side_stretch
5,32.61262134,164.5292659,141.9472389,159.8937777,118.814403,73.54203657,135.0918542,158.6832769,177.2414988,178.5610629,left_side_stretch
6,37.53346349,153.2122628,130.6904841,107.3141087,112.962717,78.19679489,146.8989167,171.0618063,179.5797925,179.7064811,left_side_stretch
7,52.86279967,176.1529681,78.3314641,152.8194,127.7653435,72.95974266,144.0854286,173.5807459,172.2061491,177.6340734,left_side_stretch
8,43.36607599,177.9571109,71.7501781,141.2471509,130.33358,68.89302755,143.4562059,167.1820365,179.0523413,171.0759095,left_side_stretch
9,38.63276705,171.4523501,96.65782613,139.4954846,114.4871932,62.53890405,155.9266344,161.4519504,177.3485333,164.3912396,left_side_stretch
10,28.19157603,178.6461757,119.2145232,125.8703522,140.9001198,69.98604706,132.9746293,173.509758,179.3076548,164.7253237,left_side_stretch
11,52.22553621,148.1636373,156.8960808,139.0821688,122.9472607,55.54725623,136.9590423,145.6802473,174.6481392,177.6286193,left_side_stretch
12,61.20755526,168.1464413,117.4075754,150.4855,129.8417313,47.07673556,131.9063621,140.2475406,173.5362903,171.4999409,left_side_stretch
13,66.10606387,162.1069849,54.24111514,137.836998,136.1038478,41.54506911,133.3602804,139.6792111,175.9916848,175.8179072,left_side_stretch
14,52.50403535,161.81841,167.820097,158.1682069,115.5909931,98.59103032,141.6309006,177.1391269,172.3282375,148.8192893,left_side_stretch
15,51.22155972,147.3411994,116.6672919,128.7541067,132.1862056,47.36123465,136.2525792,143.8089048,165.649872,156.4061331,left_side_stretch
16,49.59155958,169.4313764,94.93275185,155.5125294,106.2602047,77.97619009,158.5870305,170.8053659,178.72697,176.9327445,left_side_stretch
17,49.66700817,162.1365868,111.8302884,128.8917131,120.8150618,80.61438894,117.6109114,150.1673833,179.0724291,171.9829069,left_side_stretch
18,54.32007921,179.930969,73.76215359,108.6035362,121.5394364,87.8533489,133.5455593,170.9668772,178.9422397,173.8221018,left_side_stretch
19,45.2893541,169.4234843,118.4889418,120.1509543,121.1034497,82.80553647,137.4535597,165.6875587,177.5171458,172.517246,left_side_stretch
20,50.13180437,168.3447536,116.1796594,141.6246169,123.2473032,85.96173878,132.6549452,168.0984194,178.0365482,176.8615985,left_side_stretch
21,54.11490673,177.5912725,68.28770896,106.3453541,121.2016807,63.96551079,130.5467682,148.7330577,173.5993697,179.718871,left_side_stretch
22,34.06402986,151.6655188,138.155698,136.5166419,136.383687,75.24858977,100.7052501,143.6728098,170.1525657,172.8291055,left_side_stretch
23,50.98340372,168.6087028,85.90074721,127.725841,123.5932842,65.19587198,133.022912,155.3282965,176.4789045,177.9793565,left_side_stretch
24,34.44986467,165.4506311,112.4172746,144.8185586,131.5789144,66.2296244,126.107673,155.4472335,178.3683945,175.0392383,left_side_stretch
25,12.93805632,165.428929,124.4792157,78.77947486,106.4542381,94.06480228,164.0002034,176.6877879,179.7793917,179.096493,left_side_stretch
26,21.09415407,173.341753,164.1498362,98.57788137,109.7888128,87.88065998,157.3094766,174.8081605,175.8783124,170.9448531,left_side_stretch
27,12.93805632,165.428929,124.4792157,78.77947486,106.4542381,94.06480228,164.0002034,176.6877879,179.7793917,179.096493,left_side_stretch
28,25.08247091,179.0072776,171.0455932,95.72098976,108.4765287,91.81358349,161.4970189,173.5401395,179.0552209,178.6014998,left_side_stretch
